date,state,total_admissions_all_covid_confirmed,mmwr_date,level,percent_pos,count_pos,posted,percent_visits_covid,avg_detect_prop_weighted_2_raw wastewater,avg_detect_prop_weighted_3_raw wastewater,avg_detect_prop_weighted_454_raw wastewater,avg_detect_prop_weighted_455_raw wastewater,avg_detect_prop_weighted_456_raw wastewater,avg_detect_prop_weighted_457_raw wastewater,avg_detect_prop_weighted_458_raw wastewater,avg_detect_prop_weighted_459_raw wastewater,avg_detect_prop_weighted_497_raw wastewater,avg_detect_prop_weighted_721_raw wastewater,avg_detect_prop_weighted_728_raw wastewater,avg_detect_prop_weighted_85_raw wastewater,avg_detect_prop_weighted_post grit removal,avg_detect_prop_weighted_primary effluent,avg_detect_prop_weighted_primary sludge,avg_detect_prop_weighted_raw wastewater,avg_detect_prop_weighted_secondary effluent,avg_detect_prop_unweighted_2_raw wastewater,avg_detect_prop_unweighted_3_raw wastewater,avg_detect_prop_unweighted_454_raw wastewater,avg_detect_prop_unweighted_455_raw wastewater,avg_detect_prop_unweighted_456_raw wastewater,avg_detect_prop_unweighted_457_raw wastewater,avg_detect_prop_unweighted_458_raw wastewater,avg_detect_prop_unweighted_459_raw wastewater,avg_detect_prop_unweighted_497_raw wastewater,avg_detect_prop_unweighted_721_raw wastewater,avg_detect_prop_unweighted_728_raw wastewater,avg_detect_prop_unweighted_85_raw wastewater,avg_detect_prop_unweighted_post grit removal,avg_detect_prop_unweighted_primary effluent,avg_detect_prop_unweighted_primary sludge,avg_detect_prop_unweighted_raw wastewater,avg_detect_prop_unweighted_secondary effluent
2023-02-04,CA,2698,2023-05,Region 9,6.37,69114.5,2026-05-06T19:11:09Z,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-11,CA,2928,2023-06,Region 9,6.61,71460.71,2026-05-06T19:11:09Z,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-18,CA,2889,2023-07,Region 9,7.13,65417.75,2026-05-06T19:11:09Z,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-25,CA,2989,2023-08,Region 9,6.55,61720.65,2026-05-06T19:11:09Z,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04,CA,2791,2023-09,Region 9,7.35,62533.799999999996,2026-05-06T19:11:09Z,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11,CA,2582,2023-10,Region 9,6.27,58085.28,2026-05-06T19:11:09Z,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-18,CA,2233,2023-11,Region 9,7.39,65519.74,2026-05-06T19:11:09Z,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-25,CA,1961,2023-12,Region 9,6.92,59366.68,2026-05-06T19:11:09Z,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,CA,1823,2023-13,Region 9,7.22,57788.88,2026-05-06T19:11:09Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08,CA,1726,2023-14,Region 9,7.72,64392.52,2026-05-06T19:11:09Z,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-15,CA,1692,2023-15,Region 9,6.97,57788.27,2026-05-06T19:11:09Z,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-22,CA,1582,2023-16,Region 9,6.46,51027.54,2026-05-06T19:11:09Z,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-29,CA,1506,2023-17,Region 9,6.03,47612.880000000005,2026-05-06T19:11:09Z,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-06,CA,1278,2023-18,Region 9,6.11,48097.920000000006,2026-05-06T19:11:09Z,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-13,CA,1334,2023-19,Region 9,6.22,50388.22,2026-05-06T19:11:09Z,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-20,CA,1344,2023-20,Region 9,6.9,47085.600000000006,2026-05-06T19:11:09Z,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27,CA,1335,2023-21,Region 9,6.23,39024.72,2026-05-06T19:11:09Z,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-03,CA,1192,2023-22,Region 9,5.51,34889.32,2026-05-06T19:11:09Z,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-10,CA,1185,2023-23,Region 9,5.26,33474.64,2026-05-06T19:11:09Z,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-17,CA,1240,2023-24,Region 9,6.08,36279.36,2026-05-06T19:11:09Z,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-24,CA,1147,2023-25,Region 9,5.51,32597.16,2026-05-06T19:11:09Z,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,CA,1132,2023-26,Region 9,6.32,37597.68,2026-05-06T19:11:09Z,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,CA,1150,2023-27,Region 9,9,44802,2026-05-06T19:11:09Z,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,CA,1196,2023-28,Region 9,9.5,49780,2026-05-06T19:11:09Z,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-22,CA,1324,2023-29,Region 9,9.64,54726.280000000006,2026-05-06T19:11:09Z,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,CA,1385,2023-30,Region 9,10.51,62429.4,2026-05-06T19:11:09Z,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-05,CA,1599,2023-31,Region 9,12.32,63386.4,2026-05-06T19:11:09Z,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-12,CA,1931,2023-32,Region 9,16.28,82979.16,2026-05-06T19:11:09Z,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-19,CA,2255,2023-33,Region 9,15.98,92476.26000000001,2026-05-06T19:11:09Z,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-26,CA,2516,2023-34,Region 9,16.22,103402.5,2026-05-06T19:11:09Z,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-02,CA,2619,2023-35,Region 9,15.37,101626.43999999999,2026-05-06T19:11:09Z,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-09,CA,2703,2023-36,Region 9,14.71,92025.76000000001,2026-05-06T19:11:09Z,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-16,CA,2580,2023-37,Region 9,12.72,84028.32,2026-05-06T19:11:09Z,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-23,CA,2457,2023-38,Region 9,12.95,83320.29999999999,2026-05-06T19:11:09Z,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-30,CA,2092,2023-39,Region 9,12.06,75326.76000000001,2026-05-06T19:11:09Z,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-07,CA,1844,2023-40,Region 9,11.38,70271.5,2026-05-06T19:11:09Z,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-14,CA,1738,2023-41,Region 9,10.94,66011.95999999999,2026-05-06T19:11:09Z,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-21,CA,1753,2023-42,Region 9,10.97,67476.47,2026-05-06T19:11:09Z,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-28,CA,1537,2023-43,Region 9,10.46,65197.18000000001,2026-05-06T19:11:09Z,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,CA,1588,2023-44,Region 9,11.23,69277.87000000001,2026-05-06T19:11:09Z,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,CA,1709,2023-45,Region 9,9.95,60774.6,2026-05-06T19:11:09Z,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,CA,1951,2023-46,Region 9,9.76,65030.88,2026-05-06T19:11:09Z,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,CA,1957,2023-47,Region 9,10,56300,2026-05-06T19:11:09Z,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,CA,2486,2023-48,Region 9,11.01,76123.14,2026-05-06T19:11:09Z,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-09,CA,2486,2023-49,Region 9,10.44,76295.51999999999,2026-05-06T19:11:09Z,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-16,CA,2773,2023-50,Region 9,11.53,86774.78,2026-05-06T19:11:09Z,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-23,CA,3252,2023-51,Region 9,12.1,99195.8,2026-05-06T19:11:09Z,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-30,CA,3628,2023-52,Region 9,12.69,98131.76999999999,2026-05-06T19:11:09Z,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-06,CA,3544,2024-01,Region 9,10.39,81364.09000000001,2026-05-06T19:11:09Z,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-13,CA,3177,2024-02,Region 9,12.58,97381.78,2026-05-06T19:11:09Z,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20,CA,2956,2024-03,Region 9,11.62,81886.14,2026-05-06T19:11:09Z,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-27,CA,2577,2024-04,Region 9,10.52,70967.92,2026-05-06T19:11:09Z,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-03,CA,2252,2024-05,Region 9,9.66,61099.5,2026-05-06T19:11:09Z,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-10,CA,1949,2024-06,Region 9,8.86,54869.979999999996,2026-05-06T19:11:09Z,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-17,CA,1850,2024-07,Region 9,7.25,46313,2026-05-06T19:11:09Z,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-24,CA,1561,2024-08,Region 9,7.27,41991.52,2026-05-06T19:11:09Z,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-02,CA,1367,2024-09,Region 9,7.11,41003.37,2026-05-06T19:11:09Z,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-09,CA,1177,2024-10,Region 9,5.07,25816.440000000002,2026-05-06T19:11:09Z,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-16,CA,1021,2024-11,Region 9,4.51,22793.539999999997,2026-05-06T19:11:09Z,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-23,CA,944,2024-12,Region 9,4.6,18004.399999999998,2026-05-06T19:11:09Z,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-30,CA,807,2024-13,Region 9,4.47,17182.68,2026-05-06T19:11:09Z,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-06,CA,737,2024-14,Region 9,3.71,13189.05,2026-05-06T19:11:09Z,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-13,CA,724,2024-15,Region 9,3.67,13509.27,2026-05-06T19:11:09Z,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-20,CA,643,2024-16,Region 9,4.36,16397.960000000003,2026-05-06T19:11:09Z,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-27,CA,649,2024-17,Region 9,3.53,12513.849999999999,2026-05-06T19:11:09Z,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-01,CO,271,2022-39,Region 8,6.41,100752.38,2026-05-06T19:11:09Z,1.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-10-08,CO,236,2022-40,Region 8,6.19,88331.3,2026-05-06T19:11:09Z,1.54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-10-15,CO,263,2022-41,Region 8,8.49,114648.96,2026-05-06T19:11:09Z,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-10-22,CO,301,2022-42,Region 8,7.33,91559.03,2026-05-06T19:11:09Z,1.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-10-29,CO,376,2022-43,Region 8,8.14,93325.1,2026-05-06T19:11:09Z,2.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-11-05,CO,500,2022-44,Region 8,9.67,106360.33,2026-05-06T19:11:09Z,2.84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-11-12,CO,596,2022-45,Region 8,10.76,118994.84,2026-05-06T19:11:09Z,3.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-11-19,CO,692,2022-46,Region 8,9.69,126939,2026-05-06T19:11:09Z,3.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-11-26,CO,780,2022-47,Region 8,10.66,122952.44,2026-05-06T19:11:09Z,3.72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-12-03,CO,850,2022-48,Region 8,10.39,145304.15,2026-05-06T19:11:09Z,3.53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-12-10,CO,695,2022-49,Region 8,8.69,116915.26,2026-05-06T19:11:09Z,3.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-12-17,CO,584,2022-50,Region 8,7.94,100441,2026-05-06T19:11:09Z,2.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-12-24,CO,550,2022-51,Region 8,8.56,83297.36,2026-05-06T19:11:09Z,2.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2022-12-31,CO,513,2022-52,Region 8,7.72,75123.31999999999,2026-05-06T19:11:09Z,2.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-01-07,CO,432,2023-01,Region 8,7.05,61158.75,2026-05-06T19:11:09Z,1.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-01-14,CO,312,2023-02,Region 8,5.74,47263.16,2026-05-06T19:11:09Z,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-01-21,CO,282,2023-03,Region 8,6.57,52185.51,2026-05-06T19:11:09Z,1.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-01-28,CO,268,2023-04,Region 8,7.26,52206.659999999996,2026-05-06T19:11:09Z,1.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-02-04,CO,274,2023-05,Region 8,7.67,51028.51,2026-05-06T19:11:09Z,1.51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-02-11,CO,294,2023-06,Region 8,9.34,62587.34,2026-05-06T19:11:09Z,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-02-18,CO,313,2023-07,Region 8,8.49,56483.97,2026-05-06T19:11:09Z,1.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-02-25,CO,349,2023-08,Region 8,8.89,53082.19,2026-05-06T19:11:09Z,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-03-04,CO,332,2023-09,Region 8,7.73,45722.950000000004,2026-05-06T19:11:09Z,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-03-11,CO,301,2023-10,Region 8,7.84,44695.84,2026-05-06T19:11:09Z,1.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-03-18,CO,300,2023-11,Region 8,7.15,40898,2026-05-06T19:11:09Z,1.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-03-25,CO,292,2023-12,Region 8,6.9,41496.6,2026-05-06T19:11:09Z,1.48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-04-01,CO,265,2023-13,Region 8,6.42,33191.4,2026-05-06T19:11:09Z,1.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-04-08,CO,242,2023-14,Region 8,6.63,27892.41,2026-05-06T19:11:09Z,1.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-04-15,CO,257,2023-15,Region 8,5.56,24792.039999999997,2026-05-06T19:11:09Z,1.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-04-22,CO,200,2023-16,Region 8,4.68,17718.48,2026-05-06T19:11:09Z,0.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-04-29,CO,142,2023-17,Region 8,5.06,19900.98,2026-05-06T19:11:09Z,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-05-06,CO,165,2023-18,Region 8,5.05,16513.5,2026-05-06T19:11:09Z,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-05-13,CO,133,2023-19,Region 8,4.16,12105.6,2026-05-06T19:11:09Z,0.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-05-20,CO,141,2023-20,Region 8,4.82,11404.12,2026-05-06T19:11:09Z,0.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-05-27,CO,126,2023-21,Region 8,4.68,10796.76,2026-05-06T19:11:09Z,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.9446428571428571,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9335714285714286,0,0,0.8,0
2023-06-03,CO,103,2023-22,Region 8,3.55,8101.0999999999995,2026-05-06T19:11:09Z,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.9238095238095237,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9085714285714286,0,0,0.8,0
2023-06-10,CO,96,2023-23,Region 8,3.32,6500.5599999999995,2026-05-06T19:11:09Z,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.9779761904761906,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9735714285714286,0,0,0.8,0
2023-06-17,CO,76,2023-24,Region 8,3.47,6707.51,2026-05-06T19:11:09Z,0.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-06-24,CO,97,2023-25,Region 8,3.81,7490.46,2026-05-06T19:11:09Z,0.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-07-01,CO,83,2023-26,Region 8,4.77,8891.279999999999,2026-05-06T19:11:09Z,0.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-07-08,CO,58,2023-27,Region 8,6.36,9692.640000000001,2026-05-06T19:11:09Z,0.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
2023-07-15,CO,84,2023-28,Region 8,7.12,11306.56,2026-05-06T19:11:09Z,0.48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9121672167719812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
