date,state,total_admissions_all_covid_confirmed,mmwr_date,level,percent_pos,count_pos,posted,percent_visits_covid,avg_detect_prop_weighted_2_raw wastewater,avg_detect_prop_weighted_3_raw wastewater,avg_detect_prop_weighted_454_raw wastewater,avg_detect_prop_weighted_455_raw wastewater,avg_detect_prop_weighted_456_raw wastewater,avg_detect_prop_weighted_457_raw wastewater,avg_detect_prop_weighted_458_raw wastewater,avg_detect_prop_weighted_459_raw wastewater,avg_detect_prop_weighted_497_raw wastewater,avg_detect_prop_weighted_721_raw wastewater,avg_detect_prop_weighted_728_raw wastewater,avg_detect_prop_weighted_85_raw wastewater,avg_detect_prop_weighted_post grit removal,avg_detect_prop_weighted_primary effluent,avg_detect_prop_weighted_primary sludge,avg_detect_prop_weighted_raw wastewater,avg_detect_prop_weighted_secondary effluent,avg_detect_prop_unweighted_2_raw wastewater,avg_detect_prop_unweighted_3_raw wastewater,avg_detect_prop_unweighted_454_raw wastewater,avg_detect_prop_unweighted_455_raw wastewater,avg_detect_prop_unweighted_456_raw wastewater,avg_detect_prop_unweighted_457_raw wastewater,avg_detect_prop_unweighted_458_raw wastewater,avg_detect_prop_unweighted_459_raw wastewater,avg_detect_prop_unweighted_497_raw wastewater,avg_detect_prop_unweighted_721_raw wastewater,avg_detect_prop_unweighted_728_raw wastewater,avg_detect_prop_unweighted_85_raw wastewater,avg_detect_prop_unweighted_post grit removal,avg_detect_prop_unweighted_primary effluent,avg_detect_prop_unweighted_primary sludge,avg_detect_prop_unweighted_raw wastewater,avg_detect_prop_unweighted_secondary effluent
2022-10-15,AK,32,2022-41,Region 10,6.06,83361.36,2026-05-06T19:11:09Z,1.48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-10-01,AK,37,2022-39,Region 10,6.94,128292.84000000001,2026-05-06T19:11:09Z,1.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-10-08,AK,19,2022-40,Region 10,6.44,92555.68000000001,2026-05-06T19:11:09Z,1.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-10-22,AK,15,2022-42,Region 10,5.4,94716,2026-05-06T19:11:09Z,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-10-29,AK,23,2022-43,Region 10,5.48,102119.8,2026-05-06T19:11:09Z,1.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-11-05,AK,20,2022-44,Region 10,5.18,97192.34,2026-05-06T19:11:09Z,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-11-12,AK,27,2022-45,Region 10,5.54,109697.54,2026-05-06T19:11:09Z,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-11-19,AK,24,2022-46,Region 10,5.83,131035.08,2026-05-06T19:11:09Z,1.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-11-26,AK,36,2022-47,Region 10,6.88,150892.16,2026-05-06T19:11:09Z,1.78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-12-03,AK,30,2022-48,Region 10,7.31,188539.52,2026-05-06T19:11:09Z,1.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-12-10,AK,37,2022-49,Region 10,7.17,168530.85,2026-05-06T19:11:09Z,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-12-17,AK,28,2022-50,Region 10,7.95,156249.30000000002,2026-05-06T19:11:09Z,2.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-12-24,AK,16,2022-51,Region 10,8.07,141717.27000000002,2026-05-06T19:11:09Z,1.76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-12-31,AK,22,2022-52,Region 10,8.78,130909.79999999999,2026-05-06T19:11:09Z,2.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-01-07,AK,28,2023-01,Region 10,8.36,120032.87999999999,2026-05-06T19:11:09Z,2.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-01-14,AK,29,2023-02,Region 10,7.54,117465.66,2026-05-06T19:11:09Z,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-01-21,AK,41,2023-03,Region 10,8.35,121893.29999999999,2026-05-06T19:11:09Z,2.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-01-28,AK,34,2023-04,Region 10,9.32,117571.8,2026-05-06T19:11:09Z,2.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-04,AK,27,2023-05,Region 10,9.14,109881.08,2026-05-06T19:11:09Z,2.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-11,AK,37,2023-06,Region 10,8.83,120494.18000000001,2026-05-06T19:11:09Z,2.54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-18,AK,32,2023-07,Region 10,8.99,120537.92,2026-05-06T19:11:09Z,2.78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-25,AK,29,2023-08,Region 10,7.99,91070.02,2026-05-06T19:11:09Z,2.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-03-04,AK,39,2023-09,Region 10,7.63,90972.49,2026-05-06T19:11:09Z,2.55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-03-11,AK,19,2023-10,Region 10,7.08,91055.88,2026-05-06T19:11:09Z,2.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-03-18,AK,27,2023-11,Region 10,7.49,95647.3,2026-05-06T19:11:09Z,1.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-03-25,AK,25,2023-12,Region 10,7.84,85996.95999999999,2026-05-06T19:11:09Z,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-04-01,AK,19,2023-13,Region 10,6.81,73507.14,2026-05-06T19:11:09Z,1.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-04-08,AK,19,2023-14,Region 10,6.38,59429.7,2026-05-06T19:11:09Z,1.54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-04-15,AK,19,2023-15,Region 10,6.65,57921.5,2026-05-06T19:11:09Z,1.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-04-22,AK,14,2023-16,Region 10,6.39,53695.17,2026-05-06T19:11:09Z,1.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-04-29,AK,15,2023-17,Region 10,6.82,61570.96,2026-05-06T19:11:09Z,0.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-05-06,AK,22,2023-18,Region 10,5.09,53796.21,2026-05-06T19:11:09Z,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-05-13,AK,19,2023-19,Region 10,5.09,38098.65,2026-05-06T19:11:09Z,0.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-05-20,AK,7,2023-20,Region 10,4.41,31280.13,2026-05-06T19:11:09Z,0.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-05-27,AK,18,2023-21,Region 10,4.07,27281.210000000003,2026-05-06T19:11:09Z,0.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-06-03,AK,18,2023-22,Region 10,4.38,28010.1,2026-05-06T19:11:09Z,1.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-06-10,AK,26,2023-23,Region 10,4.43,27173.62,2026-05-06T19:11:09Z,1.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-06-17,AK,22,2023-24,Region 10,5,26295,2026-05-06T19:11:09Z,1.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-06-24,AK,20,2023-25,Region 10,5.34,25503.84,2026-05-06T19:11:09Z,1.68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-07-01,AK,15,2023-26,Region 10,5.64,25915.8,2026-05-06T19:11:09Z,1.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-07-08,AK,18,2023-27,Region 10,7.39,34104.85,2026-05-06T19:11:09Z,1.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-07-15,AK,25,2023-28,Region 10,7.56,43477.56,2026-05-06T19:11:09Z,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-07-22,AK,20,2023-29,Region 10,8.64,47891.520000000004,2026-05-06T19:11:09Z,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-07-29,AK,25,2023-30,Region 10,8.95,46504.2,2026-05-06T19:11:09Z,1.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-08-05,AK,18,2023-31,Region 10,11.03,61426.07,2026-05-06T19:11:09Z,1.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-08-12,AK,29,2023-32,Region 10,12.49,71692.6,2026-05-06T19:11:09Z,1.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-08-19,AK,17,2023-33,Region 10,12.53,76984.31999999999,2026-05-06T19:11:09Z,1.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-08-26,AK,18,2023-34,Region 10,13.53,92004,2026-05-06T19:11:09Z,1.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-02,AK,34,2023-35,Region 10,13.55,98711.75,2026-05-06T19:11:09Z,2.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09,AK,29,2023-36,Region 10,14.93,104226.33,2026-05-06T19:11:09Z,2.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-16,AK,35,2023-37,Region 10,14.46,119858.94,2026-05-06T19:11:09Z,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-23,AK,22,2023-38,Region 10,13.79,118042.4,2026-05-06T19:11:09Z,1.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-30,AK,14,2023-39,Region 10,13.55,118562.5,2026-05-06T19:11:09Z,1.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-10-07,AK,20,2023-40,Region 10,11.75,121530.25,2026-05-06T19:11:09Z,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-10-14,AK,25,2023-41,Region 10,11.1,87579,2026-05-06T19:11:09Z,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-10-21,AK,16,2023-42,Region 10,10.01,91611.52,2026-05-06T19:11:09Z,1.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-10-28,AK,13,2023-43,Region 10,9.02,80710.95999999999,2026-05-06T19:11:09Z,1.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-11-04,AK,18,2023-44,Region 10,8.98,78170.90000000001,2026-05-06T19:11:09Z,1.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-11-11,AK,25,2023-45,Region 10,8.28,74081.15999999999,2026-05-06T19:11:09Z,1.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-11-18,AK,15,2023-46,Region 10,7.53,72084.69,2026-05-06T19:11:09Z,0.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-11-25,AK,10,2023-47,Region 10,7.71,67955.94,2026-05-06T19:11:09Z,1.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-12-02,AK,21,2023-48,Region 10,8.22,86770.32,2026-05-06T19:11:09Z,1.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-12-09,AK,14,2023-49,Region 10,8.6,88287.59999999999,2026-05-06T19:11:09Z,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-12-16,AK,15,2023-50,Region 10,7.75,82088,2026-05-06T19:11:09Z,1.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-12-23,AK,15,2023-51,Region 10,8.67,82867.86,2026-05-06T19:11:09Z,2.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-12-30,AK,22,2023-52,Region 10,10.47,103663.47,2026-05-06T19:11:09Z,3.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-01-06,AK,32,2024-01,Region 10,10.33,107886.52,2026-05-06T19:11:09Z,4.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-01-13,AK,24,2024-02,Region 10,10.54,101521.28,2026-05-06T19:11:09Z,3.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-01-20,AK,29,2024-03,Region 10,10.4,91166.40000000001,2026-05-06T19:11:09Z,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-01-27,AK,33,2024-04,Region 10,10.07,93731.56,2026-05-06T19:11:09Z,3.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-02-03,AK,46,2024-05,Region 10,9.84,88107.36,2026-05-06T19:11:09Z,3.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-02-10,AK,43,2024-06,Region 10,8.92,81056.04,2026-05-06T19:11:09Z,3.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-02-17,AK,32,2024-07,Region 10,8.62,75269.84,2026-05-06T19:11:09Z,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-02-24,AK,26,2024-08,Region 10,8.17,71740.77,2026-05-06T19:11:09Z,1.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-03-02,AK,17,2024-09,Region 10,7.23,62308.14000000001,2026-05-06T19:11:09Z,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-03-09,AK,29,2024-10,Region 10,6.2,45012,2026-05-06T19:11:09Z,1.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-03-16,AK,16,2024-11,Region 10,5.74,42131.6,2026-05-06T19:11:09Z,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-03-23,AK,11,2024-12,Region 10,4.45,34211.6,2026-05-06T19:11:09Z,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-03-30,AK,3,2024-13,Region 10,4.07,26931.190000000002,2026-05-06T19:11:09Z,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.9786360964138742,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8871428571428572,0,0,1,0
2024-04-06,AK,6,2024-14,Region 10,4,24904,2026-05-06T19:11:09Z,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.9587595532039975,0,0,0.9158823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7821428571428573,0,0,0.935,0
2024-04-13,AK,5,2024-15,Region 10,3.9,22678.5,2026-05-06T19:11:09Z,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.971604938271605,0,0,0.8160504201680672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0.8578571428571428,0
2024-04-20,AK,0,2024-16,Region 10,3.56,19081.6,2026-05-06T19:11:09Z,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.993915343915344,0,0,0.9010924369747899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9678571428571427,0,0,0.9235714285714286,0
2024-04-27,AK,8,2024-17,Region 10,2.81,15081.27,2026-05-06T19:11:09Z,0.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-10-01,AL,285,2022-39,Region 4,5.27,64246.56999999999,2026-05-06T19:11:09Z,1.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-10-08,AL,272,2022-40,Region 4,4.56,58564.079999999994,2026-05-06T19:11:09Z,0.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-10-15,AL,230,2022-41,Region 4,4.85,56526.74999999999,2026-05-06T19:11:09Z,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.9936431989063569,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9734285714285714,0,0,0.7777777777777777,0
2022-10-22,AL,247,2022-42,Region 4,4.03,52394.030000000006,2026-05-06T19:11:09Z,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.9850307587149694,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9374285714285715,0,0,0.7777777777777777,0
2022-10-29,AL,253,2022-43,Region 4,4.31,58887.52999999999,2026-05-06T19:11:09Z,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.9894053315105947,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9557142857142857,0,0,0.7777777777777777,0
2022-11-05,AL,222,2022-44,Region 4,3.9,61230,2026-05-06T19:11:09Z,1.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-11-12,AL,221,2022-45,Region 4,3.82,55321.24,2026-05-06T19:11:09Z,0.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-11-19,AL,239,2022-46,Region 4,4.13,55288.31,2026-05-06T19:11:09Z,0.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-11-26,AL,241,2022-47,Region 4,5.28,61644,2026-05-06T19:11:09Z,1.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-12-03,AL,420,2022-48,Region 4,7.55,97455.4,2026-05-06T19:11:09Z,2.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-12-10,AL,415,2022-49,Region 4,8.38,101909.18000000001,2026-05-06T19:11:09Z,2.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-12-17,AL,434,2022-50,Region 4,10.21,118190.96,2026-05-06T19:11:09Z,2.77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-12-24,AL,543,2022-51,Region 4,11.52,119589.12,2026-05-06T19:11:09Z,3.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2022-12-31,AL,721,2022-52,Region 4,14.04,149399.63999999998,2026-05-06T19:11:09Z,4.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-01-07,AL,722,2023-01,Region 4,13.55,147139.45,2026-05-06T19:11:09Z,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-01-14,AL,561,2023-02,Region 4,10.19,121373.09,2026-05-06T19:11:09Z,3.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-01-21,AL,494,2023-03,Region 4,10.69,112565.7,2026-05-06T19:11:09Z,2.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-01-28,AL,476,2023-04,Region 4,9.37,106461.93999999999,2026-05-06T19:11:09Z,2.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-02-04,AL,464,2023-05,Region 4,9.03,104142.98999999999,2026-05-06T19:11:09Z,2.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-02-11,AL,480,2023-06,Region 4,8.67,102514.08,2026-05-06T19:11:09Z,2.64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-02-18,AL,443,2023-07,Region 4,7.72,85136.16,2026-05-06T19:11:09Z,2.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-02-25,AL,391,2023-08,Region 4,6.2,65069,2026-05-06T19:11:09Z,1.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-03-04,AL,330,2023-09,Region 4,5.22,47945.7,2026-05-06T19:11:09Z,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
2023-03-11,AL,236,2023-10,Region 4,5.02,43116.78,2026-05-06T19:11:09Z,0.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8940768811783657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7777777777777777,0
